id,class
000306,0
000307,0
000308,0
000309,0
000310,0
000311,0
000312,0
000313,0
000314,0
000315,0
000316,0
000317,0
000318,0
000319,0
000320,1
000321,0
000322,0
000323,0
000324,0
000325,0
000326,0
000327,0
000328,0
000329,0
000330,0
000331,0
000332,0
000333,0
000334,0
000335,1
000336,0
000337,0
000338,0
000339,0
000340,0
000341,0
000342,0
000343,0
000344,0
000345,0
000346,0
000347,0
000348,1
000349,0
000350,0
000351,0
000352,0
000353,0
000354,0
000355,0
000356,0
000357,1
000358,1
000359,0
000360,0
000361,0
000362,0
000363,1
000364,0
000365,0
000366,1
000367,0
000368,0
000369,1
000370,0
000371,0
000372,0
000373,0
000374,1
000375,0
000376,0
000377,0
000378,1
000379,0
000380,1
000381,0
000382,0
000383,0
000384,0
000385,0
000386,0
000387,0
000388,0
000389,1
000390,0
000391,0
000392,0
000393,0
000394,0
000395,0
000396,0
000397,0
000398,0
000399,0
000400,0
000401,0
000402,0
000403,0
000404,0
000405,0
000406,1
000407,0
000408,1
000409,0
000410,0
000411,1
000412,0
000413,0
000414,0
000415,1
000416,0
000417,0
000418,1
000419,0
000420,0
000421,0
000422,0
000423,0
000424,0
000425,0
000426,1
000427,1
000428,0
000429,0
000430,0
000431,0
000432,0
000433,0
000434,0
000435,1
000436,0
000437,1
000438,1
000439,0
000440,0
000441,1
000442,0
000443,0
000444,0
000445,0
000446,0
000447,1
000448,0
000449,0
000450,0
000451,0
000452,1
000453,0
000454,0
000455,0
000456,0
000457,0
000458,0
000459,0
000460,0
000461,0
000462,1
000463,0
000464,0
000465,1
000466,0
000467,0
000468,0
000469,0
000470,1
000471,0
000472,0
000473,0
000474,0
000475,0
000476,0
000477,0
000478,1
000479,0
000480,0
000481,0
000482,0
000483,0
000484,0
000485,0
000486,0
000487,0
000488,0
000489,0
000490,0
000491,0
000492,0
000493,0
000494,0
000495,1
000496,0
000497,1
000498,0
000499,0
000500,0
000501,0
000502,1
000503,1
000504,0
000505,0
000506,1
000507,0
000508,0
000509,0
000510,0
000511,0
000512,0
000513,0
000514,0
000515,0
000516,0
000517,0
000518,0
000519,0
000520,0
000521,0
000522,0
000523,0
000524,0
000525,0
000526,0
000527,0
000528,0
000529,0
000530,0
000531,0
000532,0
000533,0
000534,0
000535,0
000536,0
000537,0
000538,0
000539,0
000540,1
000541,0
000542,0
000543,0
000544,0
000545,1
000546,0
000547,0
000548,0
000549,0
000550,1
000551,0
000552,0
000553,0
000554,0
000555,0
000556,0
000557,0
000558,0
000559,0
000560,1
000561,0
000562,0
000563,0
000564,0
000565,0
000566,0
000567,0
000568,0
000569,0
000570,1
000571,0
000572,0
000573,1
000574,0
000575,0
000576,0
000577,0
000578,0
000579,0
000580,0
000581,0
000582,0
000583,0
000584,0
000585,1
000586,1
000587,0
000588,0
000589,0
000590,0
000591,0
000592,0
000593,0
000594,0
000595,0
000596,0
000597,0
000598,1
000599,0
000600,0
000601,0
000602,1
000603,0
000604,0
000605,0
000606,0
000607,0
000608,0
000609,0
000610,0
000611,0
000612,0
000613,0
000614,0
000615,0
000616,1
000617,0
000618,0
000619,0
000620,0
000621,0
000622,0
000623,0
000624,0
000625,0
000626,0
000627,0
000628,0
000629,1
000630,0
000631,0
000632,1
000633,0
000634,0
000635,0
000636,1
000637,1
000638,0
000639,0
000640,0
000641,0
000642,0
000643,0
000644,0
000645,0
000646,0
000647,0
000648,0
000649,0
000650,0
000651,0
000652,0
000653,0
000654,0
000655,0
000656,0
000657,0
000658,0
000659,0
000660,0
000661,0
000662,1
000663,0
000664,0
000665,0
000666,0
000667,0
000668,0
000669,0
000670,0
000671,0
000672,1
000673,1
000674,0
000675,0
000676,0
000677,0
000678,0
000679,0
000680,0
000681,0
000682,0
000683,1
000684,1
000685,0
000686,0
000687,0
000688,0
000689,0
000690,0
000691,0
000692,0
000693,0
000694,1
000695,0
000696,0
000697,0
000698,0
000699,0
000700,0
000701,0
000702,0
000703,0
000704,0
000705,0
000706,0
000707,0
000708,0
000709,1
000710,0
000711,0
000712,0
000713,0
000714,0
000715,0
000716,0
000717,0
000718,0
000719,0
000720,0
000721,0
000722,0
000723,1
000724,0
000725,0
000726,0
000727,1
000728,0
000729,0
000730,0
000731,1
000732,0
000733,0
000734,0
000735,0
000736,0
000737,1
000738,0
000739,0
000740,0
000741,0
000742,0
000743,0
000744,0
000745,0
000746,0
000747,0
000748,0
000749,0
000750,0
000751,0
000752,1
000753,0
000754,0
000755,1
000756,0
000757,1
000758,0
000759,0
000760,0
000761,0
000762,0
000763,0
000764,1
000765,0
000766,0
000767,0
000768,0
000769,0
000770,0
000771,1
000772,0
000773,0
000774,0
000775,1
000776,0
000777,0
000778,0
000779,0
000780,0
000781,0
000782,1
000783,1
000784,0
000785,0
000786,0
000787,0
000788,0
000789,1
000790,0
000791,1
000792,0
000793,0
000794,0
000795,0
000796,0
000797,0
000798,0
000799,0
000800,0
000801,0
000802,0
000803,1
000804,0
000805,0
000806,0
000807,1
000808,0
000809,0
000810,0
000811,0
000812,0
000813,0
000814,0
000815,1
000816,0
000817,0
000818,0
000819,0
000820,0
000821,1
000822,0
000823,0
000824,1
000825,1
000826,0
000827,0
000828,0
000829,0
000830,1
000831,0
000832,0
000833,0
000834,0
000835,0
000836,0
000837,0
000838,0
000839,0
000840,0
000841,0
000842,0
000843,1
000844,0
000845,0
000846,1
000847,0
000848,0
000849,0
000850,0
000851,0
000852,0
000853,0
000854,1
000855,0
000856,0
000857,0
000858,0
000859,0
000860,1
000861,0
000862,0
000863,0
000864,1
000865,0
000866,1
000867,0
000868,0
000869,0
000870,0
000871,0
000872,0
000873,0
000874,1
000875,0
000876,0
000877,0
000878,0
000879,0
000880,0
000881,0
000882,0
000883,0
000884,1
000885,0
000886,0
000887,0
000888,0
000889,0
000890,0
000891,0
000892,0
000893,1
000894,0
000895,0
000896,0
000897,0
000898,0
000899,1
000900,0
000901,0
000902,0
000903,0
000904,0
000905,0
000906,0
000907,1
000908,0
000909,1
000910,0
000911,0
000912,1
000913,0
000914,0
000915,0
000916,0
000917,0
000918,0
000919,0
000920,0
000921,0
000922,0
000923,0
000924,0
000925,0
000926,0
000927,0
000928,0
000929,0
000930,0
000931,0
000932,0
000933,0
000934,0
000935,0
000936,1
000937,0
000938,0
000939,0
000940,0
000941,1
000942,0
000943,0
000944,0
000945,0
000946,0
000947,1
000948,0
000949,0
000950,0
000951,1
000952,0
000953,1
000954,0
000955,0
000956,0
000957,0
000958,0
000959,0
000960,1
000961,0
000962,1
000963,0
000964,0
000965,0
000966,0
000967,0
000968,0
000969,0
000970,0
000971,0
000972,0
000973,0
000974,0
000975,0
000976,0
000977,0
000978,0
000979,0
000980,0
000981,0
000982,0
000983,0
000984,0
000985,1
000986,0
000987,0
000988,0
000989,0
000990,0
000991,0
000992,0
000993,0
000994,0
000995,0
000996,0
000997,0
000998,0
000999,0
001000,0
001001,0
001002,0
001003,0
001004,1
001005,1
001006,0
001007,0
001008,0
001009,1
001010,0
001011,0
001012,0
001013,0
001014,0
001015,0
001016,1
001017,0
001018,1
001019,0
001020,1
001021,0
001022,0
001023,0
001024,1
001025,0
001026,0
001027,0
001028,0
001029,0
001030,0
001031,0
001032,0
001033,1
001034,0
001035,0
001036,0
001037,0
001038,0
001039,0
001040,0
001041,0
001042,0
001043,0
001044,0
001045,0
001046,0
001047,1
001048,0
001049,0
001050,0
001051,0
001052,0
001053,1
001054,0
001055,0
001056,0
001057,1
001058,0
001059,1
001060,0
001061,1
001062,0
001063,0
001064,0
001065,0
001066,0
001067,0
001068,1
001069,0
001070,0
001071,0
001072,0
001073,0
001074,0
001075,0
001076,0
001077,0
001078,1
001079,0
001080,0
001081,0
001082,0
001083,0
001084,0
001085,0
001086,0
001087,1
001088,0
001089,0
001090,0
001091,0
001092,0
001093,0
001094,0
001095,0
001096,0
001097,0
001098,0
001099,0
001100,1
001101,0
001102,0
001103,0
001104,0
001105,0
001106,1
001107,1
001108,1
001109,0
001110,0
001111,1
001112,0
001113,0
001114,0
001115,0
001116,0
001117,0
001118,0
001119,0
001120,0
001121,0
001122,0
001123,0
001124,0
001125,0
001126,0
001127,0
001128,1
001129,0
001130,0
001131,0
001132,0
001133,0
001134,0
001135,0
001136,0
001137,0
001138,0
001139,0
001140,0
001141,0
001142,0
001143,1
001144,0
001145,0
001146,0
001147,0
001148,1
001149,1
001150,0
001151,1
001152,0
001153,1
001154,1
001155,0
001156,0
001157,0
001158,0
001159,0
001160,0
001161,0
001162,0
001163,0
001164,0
001165,0
001166,0
001167,0
001168,0
001169,0
001170,0
001171,0
001172,0
001173,0
001174,0
001175,1
001176,0
001177,0
001178,0
001179,0
001180,0
001181,0
001182,0
001183,0
001184,0
001185,0
001186,0
001187,0
001188,1
001189,0
001190,0
001191,0
001192,1
001193,1
001194,1
001195,0
001196,0
001197,0
001198,0
001199,1
001200,1
001201,0
001202,0
001203,0
001204,0
001205,0
001206,0
001207,0
001208,0
001209,0
001210,0
001211,0
001212,0
001213,0
001214,0
001215,0
001216,1
001217,0
001218,0
001219,0
001220,0
001221,0
001222,0
001223,0
001224,0
001225,0
001226,0
001227,0
001228,0
001229,0
001230,0
001231,0
001232,1
001233,0
001234,0
001235,0
001236,0
001237,0
001238,0
001239,1
001240,0
001241,0
001242,0
001243,0
001244,0
001245,0
001246,0
001247,0
001248,0
001249,0
001250,0
001251,1
001252,0
001253,0
001254,0
001255,1
001256,0
001257,0
001258,0
001259,0
001260,0
001261,0
001262,0
001263,0
001264,0
001265,0
001266,0
001267,0
001268,0
001269,0
001270,0
001271,0
001272,0
001273,0
001274,1
001275,0
001276,1
001277,0
001278,0
001279,0
001280,0
001281,0
001282,0
001283,0
001284,0
001285,0
001286,0
001287,0
001288,0
001289,0
001290,0
001291,0
001292,0
001293,0
001294,0
001295,0
001296,0
001297,0
001298,0
001299,0
001300,0
001301,0
001302,0
001303,0
001304,0
001305,0
001306,0
001307,0
001308,0
001309,1
001310,0
001311,0
001312,0
001313,0
001314,0
001315,0
001316,0
001317,0
001318,0
001319,0
001320,0
001321,0
001322,0
001323,0
001324,0
001325,0
001326,1
001327,0
001328,1
001329,0
001330,0
001331,1
001332,0
001333,0
001334,1
001335,1
001336,0
001337,0
001338,1
001339,0
001340,0
001341,0
001342,0
001343,0
001344,0
001345,0
001346,0
001347,1
001348,0
001349,0
001350,0
001351,0
001352,1
001353,0
001354,0
001355,0
001356,0
001357,0
001358,0
001359,0
001360,0
001361,1
001362,0
001363,0
001364,0
001365,1
001366,0
001367,0
001368,0
001369,1
001370,0
001371,0
001372,0
001373,0
001374,1
001375,0
001376,0
001377,0
001378,0
001379,0
001380,1
001381,0
001382,1
001383,0
001384,1
001385,0
001386,1
001387,0
001388,0
001389,0
001390,0
001391,0
001392,0
001393,0
001394,0
001395,0
001396,0
001397,0
001398,0
001399,0
001400,0
001401,0
001402,0
001403,0
001404,0
001405,1
001406,0
001407,0
001408,0
001409,0
001410,0
001411,0
001412,0
001413,1
001414,1
001415,0
001416,0
001417,0
001418,0
001419,0
001420,0
001421,0
001422,0
001423,1
001424,0
001425,0
001426,0
001427,0
001428,1
001429,0
001430,0
001431,0
001432,1
001433,0
001434,0
001435,0
001436,0
001437,0
001438,0
001439,0
001440,1
001441,0
001442,1
001443,0
001444,0
001445,0
001446,0
001447,0
001448,1
001449,0
001450,1
001451,1
001452,0
001453,1
001454,0
001455,0
001456,0
001457,0
001458,1
001459,0
001460,0
001461,0
001462,0
001463,0
001464,0
001465,0
001466,0
001467,1
001468,0
001469,0
001470,0
001471,0
001472,0
001473,0
001474,0
001475,1
001476,0
001477,0
001478,0
001479,1
001480,0
001481,0
001482,1
001483,0
001484,1
001485,0
001486,1
001487,0
001488,0
001489,0
001490,0
001491,0
001492,0
001493,0
001494,0
001495,0
001496,0
001497,1
001498,0
001499,0
001500,0
001501,0
001502,0
001503,0
001504,0
001505,0
001506,0
001507,0
001508,1
001509,0
001510,0
001511,0
001512,0
001513,0
001514,1
001515,0
001516,0
001517,0
001518,0
001519,0
001520,0
001521,0
001522,0
001523,0
001524,1
001525,0
001526,0
001527,0
001528,1
001529,0
001530,1
001531,0
001532,0
001533,0
001534,0
001535,0
001536,0
001537,0
001538,0
001539,0
001540,0
001541,0
001542,1
001543,0
001544,0
001545,0
001546,0
001547,0
001548,0
001549,1
001550,0
001551,1
001552,0
001553,0
001554,0
001555,0
001556,0
001557,0
001558,0
001559,0
001560,0
001561,0
001562,0
001563,1
001564,1
001565,1
001566,0
001567,0
001568,0
001569,0
001570,1
001571,0
001572,0
001573,0
001574,0
001575,0
001576,0
001577,0
001578,1
001579,0
001580,1
001581,0
001582,0
001583,0
001584,0
001585,0
001586,0
001587,0
001588,0
001589,0
001590,0
001591,0
001592,0
001593,0
001594,0
001595,0
001596,0
001597,0
001598,0
001599,0
001600,0
001601,0
001602,0
001603,0
001604,1
001605,0
001606,0
001607,0
001608,0
001609,0
001610,0
001611,0
001612,0
001613,0
001614,1
001615,0
001616,0
001617,0
001618,1
001619,0
001620,0
001621,0
001622,1
001623,0
001624,0
001625,0
001626,1
001627,0
001628,0
001629,0
001630,0
001631,0
001632,0
001633,0
001634,0
001635,0
001636,0
001637,0
001638,0
001639,0
001640,0
001641,0
001642,0
001643,0
001644,0
001645,0
001646,0
001647,1
001648,0
001649,0
001650,0
001651,0
001652,0
001653,0
001654,0
001655,0
001656,0
001657,0
001658,0
001659,0
001660,0
001661,0
001662,0
001663,0
001664,0
001665,0
001666,0
001667,0
001668,0
001669,0
001670,0
001671,0
001672,0
001673,0
001674,0
001675,0
001676,1
001677,1
001678,0
001679,1
001680,0
001681,0
001682,1
001683,0
001684,0
001685,0
001686,1
001687,1
001688,1
001689,0
001690,0
001691,0
001692,0
001693,0
001694,0
001695,1
001696,0
001697,0
001698,0
001699,0
001700,0
001701,0
001702,0
001703,0
001704,0
001705,0
001706,0
001707,0
001708,1
001709,0
001710,0
001711,1
001712,0
001713,1
001714,0
001715,1
001716,0
001717,1
001718,0
001719,0
001720,0
001721,0
001722,0
001723,0
001724,0
001725,0
001726,0
001727,0
001728,0
001729,0
001730,0
001731,1
001732,0
001733,0
001734,0
001735,0
001736,0
001737,0
001738,0
001739,1
001740,0
001741,0
001742,0
001743,0
001744,0
001745,0
001746,0
001747,0
001748,0
001749,0
001750,0
001751,0
001752,0
001753,0
001754,0
001755,0
001756,0
001757,1
001758,0
001759,0
001760,0
001761,0
001762,0
001763,0
001764,0
001765,0
001766,0
001767,0
001768,0
001769,0
001770,0
001771,1
001772,0
001773,0
001774,0
001775,1
001776,1
001777,0
001778,1
001779,0
001780,0
001781,0
001782,0
001783,0
001784,0
001785,0
001786,0
001787,0
001788,0
001789,0
001790,0
001791,1
001792,1
001793,1
001794,1
001795,0
001796,0
001797,0
001798,0
001799,0
001800,0
001801,0
001802,0
001803,1
001804,0
001805,0
001806,0
001807,1
001808,0
001809,0
001810,0
001811,1
001812,0
001813,0
001814,0
001815,0
001816,0
001817,1
001818,0
001819,0
001820,1
001821,1
001822,1
001823,0
001824,1
001825,0
001826,0
001827,0
001828,0
001829,0
001830,0
001831,0
001832,0
001833,1
001834,0
001835,0
001836,0
001837,0
001838,0
001839,0
001840,0
001841,0
001842,1
001843,0
001844,0
001845,0
001846,0
001847,0
001848,1
001849,0
001850,0
001851,0
001852,0
001853,0
001854,1
001855,1
001856,0
001857,0
001858,0
001859,1
001860,0
001861,0
001862,1
001863,0
001864,0
001865,0
001866,1
001867,0
001868,0
001869,0
001870,0
001871,0
001872,0
001873,1
001874,0
001875,0
001876,0
001877,0
001878,1
001879,0
001880,0
001881,0
001882,0
001883,1
001884,0
001885,0
001886,0
001887,0
001888,0
001889,0
001890,0
001891,0
001892,0
001893,0
001894,1
001895,0
001896,0
001897,0
001898,0
001899,0
001900,0
001901,0
001902,1
001903,0
001904,0
001905,0
001906,0
001907,0
001908,0
001909,0
001910,0
001911,0
001912,0
001913,0
001914,0
001915,0
001916,0
001917,0
001918,1
001919,0
001920,0
001921,0
001922,0
001923,0
001924,0
001925,0
001926,0
001927,0
001928,0
001929,0
001930,0
001931,0
001932,0
001933,0
001934,1
001935,1
001936,0
001937,0
001938,0
001939,1
001940,1
001941,0
001942,0
001943,0
001944,0
001945,0
001946,0
001947,0
001948,0
001949,0
001950,1
001951,0
001952,0
001953,0
001954,0
001955,0
001956,0
001957,0
001958,0
001959,0
001960,0
001961,1
001962,0
001963,0
001964,0
001965,0
001966,0
001967,0
001968,0
001969,0
001970,1
001971,0
001972,0
001973,0
001974,1
001975,0
001976,0
001977,0
001978,0
001979,1
001980,0
001981,0
001982,0
001983,0
001984,0
001985,0
001986,0
001987,0
001988,0
001989,0
001990,1
001991,1
001992,0
001993,0
001994,1
001995,0
001996,0
001997,0
001998,0
001999,0
002000,0
002001,1
002002,1
002003,0
002004,0
002005,0
002006,1
002007,0
002008,0
002009,1
002010,0
002011,0
002012,0
002013,1
002014,0
002015,0
002016,0
002017,0
002018,0
002019,0
002020,0
002021,0
002022,1
002023,0
002024,0
002025,1
002026,1
002027,0
002028,1
002029,0
002030,0
002031,0
002032,0
002033,0
002034,0
002035,0
002036,0
002037,0
002038,0
002039,1
002040,0
002041,0
002042,0
002043,0
002044,0
002045,0
002046,0
002047,1
002048,0
002049,0
002050,1
002051,0
002052,0
002053,0
002054,0
002055,0
002056,0
002057,0
002058,0
002059,1
002060,1
002061,0
002062,0
002063,0
002064,0
002065,0
002066,1
002067,0
002068,1
002069,0
002070,0
002071,0
002072,1
002073,0
002074,1
002075,0
002076,0
002077,0
002078,0
002079,1
002080,0
002081,0
002082,1
002083,0
002084,0
002085,0
002086,0
002087,0
002088,1
002089,1
002090,0
002091,0
002092,1
002093,0
002094,0
002095,0
002096,0
002097,0
002098,0
002099,0
002100,0
002101,0
002102,0
002103,0
002104,0
002105,0
002106,0
002107,1
002108,0
002109,0
002110,0
002111,0
002112,0
002113,0
002114,0
002115,0
002116,0
002117,1
002118,0
002119,0
002120,0
002121,0
002122,0
002123,0
002124,0
002125,1
002126,0
002127,0
002128,1
002129,0
002130,0
002131,0
002132,0
002133,0
002134,0
002135,0
002136,0
002137,0
002138,0
002139,0
002140,0
002141,1
002142,0
002143,0
002144,0
002145,0
002146,0
002147,0
002148,1
002149,0
002150,0
002151,0
002152,0
002153,0
002154,0
002155,1
002156,0
002157,1
002158,1
002159,0
002160,0
002161,0
002162,0
002163,0
002164,0
002165,0
002166,0
002167,0
002168,0
002169,0
002170,0
002171,0
002172,1
002173,0
002174,0
002175,0
002176,0
002177,0
002178,0
002179,0
002180,0
002181,1
002182,0
002183,0
002184,0
002185,0
002186,1
002187,0
002188,0
002189,1
002190,0
002191,0
002192,0
002193,0
002194,0
002195,0
002196,1
002197,0
002198,1
002199,0
002200,0
002201,0
002202,0
002203,0
002204,1
002205,0
002206,0
002207,0
002208,0
002209,1
002210,0
002211,1
002212,0
002213,0
002214,0
002215,0
002216,0
002217,0
002218,1
002219,0
002220,1
002221,0
002222,0
002223,0
002224,0
002225,1
002226,0
002227,1
002228,0
002229,0
002230,0
002231,0
002232,0
002233,0
002234,0
002235,0
002236,0
002237,0
002238,0
002239,0
002240,1
002241,0
002242,0
002243,0
002244,1
002245,1
002246,0
002247,0
002248,0
002249,0
002250,0
002251,0
002252,0
002253,0
002254,0
002255,1
002256,0
002257,0
002258,0
002259,0
002260,0
002261,0
002262,0
002263,0
002264,0
002265,0
002266,0
002267,0
002268,0
002269,0
002270,0
002271,0
002272,0
002273,0
002274,0
002275,0
002276,0
002277,0
002278,0
002279,0
002280,0
002281,1
002282,1
002283,0
002284,0
002285,0
002286,0
002287,0
002288,0
002289,0
002290,0
002291,0
002292,0
002293,0
002294,0
002295,1
002296,1
002297,0
002298,0
002299,0
002300,0
002301,0
002302,0
002303,1
002304,0
002305,0
002306,0
002307,1
002308,0
002309,0
002310,1
002311,0
002312,0
002313,1
002314,1
002315,0
002316,0
002317,0
002318,0
002319,0
002320,0
002321,0
002322,0
002323,0
002324,0
002325,0
002326,0
002327,0
002328,1
002329,0
002330,0
002331,1
002332,0
002333,1
002334,0
002335,1
002336,0
002337,0
002338,0
002339,0
002340,0
002341,0
002342,0
002343,0
002344,1
002345,0
002346,0
002347,0
002348,0
002349,0
002350,0
002351,0
002352,0
002353,0
002354,0
002355,0
002356,0
002357,1
002358,0
002359,0
002360,0
002361,0
002362,0
002363,0
002364,0
002365,0
002366,0
002367,0
002368,0
002369,0
002370,0
002371,1
002372,0
002373,0
002374,0
002375,0
002376,0
002377,0
002378,0
002379,0
002380,0
002381,1
002382,0
002383,0
002384,0
002385,0
002386,0
002387,0
002388,0
002389,0
002390,0
002391,0
002392,0
002393,0
002394,0
002395,0
002396,0
002397,0
002398,0
002399,0
002400,0
002401,0
002402,0
002403,0
002404,1
002405,0
002406,0
002407,0
002408,0
002409,1
002410,0
002411,0
002412,0
002413,0
002414,0
002415,1
002416,0
002417,0
002418,0
002419,0
002420,0
002421,0
002422,0
002423,0
002424,0
002425,1
002426,0
002427,1
002428,0
002429,0
002430,0
002431,1
002432,0
002433,0
002434,0
002435,0
002436,0
002437,0
002438,0
002439,0
002440,0
002441,0
002442,0
002443,0
002444,0
002445,0
002446,0
002447,0
002448,0
002449,0
002450,0
002451,0
002452,1
002453,0
002454,1
002455,0
002456,0
002457,0
002458,0
002459,0
002460,0
002461,0
002462,0
002463,0
002464,1
002465,0
002466,0
002467,0
002468,1
002469,0
002470,1
002471,0
002472,0
002473,0
002474,1
002475,0
002476,0
002477,0
002478,0
002479,0
002480,0
002481,1
002482,0
002483,0
002484,0
002485,0
002486,0
002487,0
002488,0
002489,0
002490,0
002491,1
002492,1
002493,0
002494,0
002495,0
002496,0
002497,0
002498,0
002499,1
002500,0
002501,0
002502,0
002503,0
002504,0
002505,0
002506,1
002507,0
002508,0
002509,0
002510,1
002511,0
002512,0
002513,0
002514,0
002515,0
002516,0
002517,1
002518,0
002519,0
002520,0
002521,1
002522,0
002523,0
002524,0
002525,0
002526,0
002527,0
002528,0
002529,0
002530,1
002531,0
002532,0
002533,1
002534,0
002535,0
002536,0
002537,0
002538,0
002539,0
002540,0
002541,0
002542,0
002543,0
002544,0
002545,0
002546,0
002547,0
002548,0
002549,0
002550,0
002551,0
002552,0
002553,0
002554,0
002555,0
002556,0
002557,0
002558,0
002559,1
002560,0
002561,0
002562,1
002563,1
002564,1
002565,0
002566,0
002567,0
002568,0
002569,0
002570,0
002571,0
002572,0
002573,0
002574,0
002575,0
002576,0
002577,0
002578,0
002579,1
002580,0
002581,0
002582,0
002583,0
002584,1
002585,0
002586,0
002587,0
002588,0
002589,1
002590,0
002591,1
002592,0
002593,0
002594,0
002595,0
002596,0
002597,0
002598,0
002599,0
002600,0
002601,0
002602,0
002603,0
002604,0
002605,0
002606,0
002607,0
002608,0
002609,0
002610,0
002611,0
002612,0
002613,0
002614,0
002615,1
002616,0
002617,0
002618,1
002619,1
002620,0
002621,1
002622,1
002623,0
002624,0
002625,0
002626,0
002627,0
002628,0
002629,0
002630,0
002631,0
002632,1
002633,0
002634,0
002635,0
002636,0
002637,0
002638,0
002639,1
002640,0
002641,0
002642,1
002643,1
002644,0
002645,0
002646,0
002647,0
002648,0
002649,0
002650,0
002651,0
002652,1
002653,0
002654,1
002655,0
002656,1
002657,0
002658,0
002659,0
002660,0
002661,0
002662,0
002663,1
002664,1
002665,0
002666,0
002667,0
002668,0
002669,0
002670,0
002671,0
002672,1
002673,0
002674,0
002675,1
002676,0
002677,0
002678,1
002679,0
002680,0
002681,0
002682,0
002683,1
002684,1
002685,0
002686,0
002687,1
002688,0
002689,1
002690,0
002691,0
002692,0
002693,0
002694,0
002695,0
002696,0
002697,0
002698,0
002699,1
002700,0
002701,0
002702,0
002703,0
002704,0
002705,0
002706,0
002707,0
002708,0
002709,0
002710,0
002711,0
002712,0
002713,0
002714,0
002715,0
002716,0
002717,0
002718,1
002719,0
002720,0
002721,0
002722,0
002723,0
002724,0
002725,0
002726,0
002727,0
002728,0
002729,0
002730,0
002731,1
002732,0
002733,0
002734,0
002735,0
002736,0
002737,1
002738,1
002739,0
002740,0
002741,1
002742,0
002743,0
002744,0
002745,0
002746,0
002747,0
002748,0
002749,0
002750,0
002751,1
002752,1
002753,0
002754,0
002755,0
002756,0
002757,0
002758,0
002759,0
002760,0
002761,0
002762,0
002763,1
002764,0
002765,0
002766,0
002767,0
002768,1
002769,0
002770,0
002771,0
002772,0
002773,0
002774,0
002775,0
002776,0
002777,0
002778,1
002779,0
002780,0
002781,0
002782,0
002783,0
002784,0
002785,1
002786,0
002787,1
002788,0
002789,1
002790,0
002791,0
002792,0
002793,0
002794,0
002795,0
002796,0
002797,0
002798,0
